,Name,Division,OverallRank,Rank,Wk1_Score,Wk1_Rank,Wk2_Score,Wk2_Rank,Wk3_Score,Wk3_Rank,Wk4_Score,Wk4_Rank,Wk5_Score,Wk5_Rank
121545,Liz Del Castillo,I-Women,180983.0,27788.0,100.0,43251.0,1.0,42522.0,84.0,36403.0,1.0,31151.0,9.0,27656.0
51679,STACIE BACON,I-Women,181058.0,27789.0,98.0,45188.0,105.0,40656.0,17.0,38163.0,3.0,29387.0,7.0,27664.0
179872,Maria Acosta,I-Women,181723.0,27790.0,61.0,46062.0,1.0,42522.0,105.0,34296.0,1.0,31151.0,1.0,27692.0
162887,Yoshiko Wada,I-Women,181759.0,27791.0,100.0,44583.0,1.0,42522.0,91.0,35839.0,1.0,31151.0,7.0,27664.0
50339,Sara Wright,I-Women,181851.0,27792.0,40.0,46190.0,1.0,42522.0,105.0,34296.0,1.0,31151.0,1.0,27692.0
122561,Jaymie Koroluk,I-Women,182643.0,27793.0,82.0,45791.0,77.0,41510.0,82.0,36532.0,1.0,31151.0,8.0,27659.0
194466,marta jimenez,I-Women,182924.0,27794.0,62.0,46053.0,30.0,42214.0,15.0,38170.0,6.0,28795.0,1.0,27692.0
165112,Yen Loh,I-Women,182949.0,27795.0,100.0,43962.0,30.0,42214.0,40.0,37981.0,1.0,31151.0,13.0,27641.0
40339,Michele Vieux,I-Women,182988.0,27796.0,40.0,46190.0,17.0,42345.0,37.0,38013.0,6.0,28795.0,12.0,27645.0
166453,Debra Cary,I-Women,183162.0,27797.0,94.0,45383.0,1.0,42522.0,83.0,36468.0,1.0,31151.0,14.0,27638.0
179829,Jill Connor,I-Women,183177.0,27798.0,100.0,44146.0,1.0,42522.0,55.0,37679.0,1.0,31151.0,4.0,27679.0
168585,HELENA GARCIA,I-Women,183229.0,27799.0,98.0,45211.0,61.0,41799.0,64.0,37409.0,1.0,31151.0,8.0,27659.0
161853,Krysten Orfini,I-Women,183672.0,27800.0,92.0,45453.0,90.0,41276.0,22.0,38133.0,1.0,31151.0,8.0,27659.0
35936,Hanna Koskenranta,I-Women,184057.0,27801.0,1.0,46516.0,2.0,42459.0,3.0,38253.0,4.0,29154.0,5.0,27675.0
30324,Kyri-Ann Harbrueger,I-Women,184057.0,27801.0,1.0,46516.0,2.0,42459.0,3.0,38253.0,4.0,29154.0,5.0,27675.0
203051,Miranda Perry,I-Women,184102.0,27803.0,89.0,45600.0,32.0,42111.0,58.0,37602.0,1.0,31151.0,14.0,27638.0
170206,Liezel Roux,I-Women,184169.0,27804.0,1.0,46516.0,5.0,42361.0,83.0,36468.0,1.0,31151.0,6.0,27673.0
142762,Dotti Bailey,I-Women,184394.0,27805.0,92.0,45468.0,1.0,42522.0,59.0,37574.0,1.0,31151.0,4.0,27679.0
119450,chanda mansfield,I-Women,184431.0,27806.0,93.0,45434.0,4.0,42378.0,50.0,37818.0,1.0,31151.0,11.0,27650.0
167300,brittany fellner,I-Women,184680.0,27807.0,90.0,45566.0,1.0,42522.0,51.0,37803.0,1.0,31151.0,14.0,27638.0
164159,Kasey Gensert,I-Women,184726.0,27808.0,65.0,46035.0,30.0,42214.0,56.0,37653.0,1.0,31151.0,6.0,27673.0
124029,Elaine Aparecida Bertani,I-Women,184745.0,27809.0,92.0,45460.0,4.0,42378.0,29.0,38092.0,1.0,31151.0,7.0,27664.0
187592,Amanda Hallmark,I-Women,184790.0,27810.0,83.0,45764.0,30.0,42214.0,36.0,38020.0,1.0,31151.0,13.0,27641.0
195047,Elaine Dykes,I-Women,184859.0,27811.0,81.0,45815.0,1.0,42522.0,55.0,37679.0,1.0,31151.0,1.0,27692.0
176232,Georgia Paschalis,I-Women,185040.0,27812.0,54.0,46120.0,1.0,42522.0,58.0,37602.0,1.0,31151.0,12.0,27645.0
163775,lisa mckeever,I-Women,185390.0,27813.0,66.0,46021.0,1.0,42522.0,38.0,38004.0,1.0,31151.0,1.0,27692.0
176018,Amanda Argento,I-Women,185417.0,27814.0,45.0,46161.0,1.0,42522.0,46.0,37891.0,1.0,31151.0,1.0,27692.0
145433,Heather Stephens,I-Women,185740.0,27815.0,58.0,46087.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
119464,Melissa Talevi,I-Women,185753.0,27816.0,40.0,46190.0,1.0,42522.0,10.0,38198.0,1.0,31151.0,1.0,27692.0
150646,Doreen Herold,I-Women,185843.0,27817.0,40.0,46190.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
122231,Anni Nuppunen,I-Women,186106.0,27818.0,1.0,46516.0,2.0,42459.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
12113,LEIGHANN WILKINS,I-Women,186156.0,27819.0,2.0,46503.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
25586,Sue Oakman,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
35563,Charity Marsh,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
123708,Katie Baggott,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
2306,Susan Habbe,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
130747,Oksana Pistor,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
45124,Cameron Williams,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
14945,Nicole Black,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
33686,Kylie Craine,I-Women,186169.0,27820.0,1.0,46516.0,1.0,42522.0,1.0,38288.0,1.0,31151.0,1.0,27692.0
188538,Jenacee Hill,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42337,Emily Sawyer,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65146,Katie Schwing,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170963,Tracy Boukis,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35180,Chelsea Wilcox,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212136,LOLO FORSBERG,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26347,Belynn Aquino,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82050,Hollace Fugate,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137049,Amy Rawlinson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117453,Eva Weingartl,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115184,Kara Stasium,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54420,Jennifer Ardrey,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107232,Dominique Inglis,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179206,Mindy Shupe,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124140,Kaite White,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11571,Lauren Bolnik,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140106,Libby Harmon,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134309,Ashley Falvey,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157598,Ashley Kilgore,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127216,claudia pettis,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97241,Jill Frantz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134940,Renee-Claude Rioux,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102050,Hayley Penney,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72655,Laura Pullen,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145289,Janet Pavkovich,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74247,Holly Swisher,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87282,Rachel Oberle,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130653,Renae Docherty,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112810,Gabrielle Murrieta,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97484,Abbie Deal,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103383,JULIA JETT,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126713,Monica FISHER,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
126775,Carlee Schmitz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184319,Kelly Jones,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56147,Kristen Chadwick,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119178,Amélie Simard,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118608,Jenna Kochakji,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178202,Jennifer Fraley,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27900,Caitlyn Sullivan,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96714,DAWN THORNHILL,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189246,Rosemarie Lactaoen,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
134666,Stacey Orlesky,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209884,Denise Gutierrez,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130151,sarah geerdes,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161090,Dani Russell,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121594,jill king,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175355,Jeanine Stright,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108499,Theresa Haines,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139194,Yaima Diaz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48222,Kiley Bond,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168719,Amber Te'o,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208884,Katie Diehl,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106374,Kirsty French,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149654,Melanie Zeh,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188193,Whitney Barnett,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46025,Ronnie Reynolds,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101276,Corinne Hams,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117537,brittney feldman,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156633,Abby Sherrill,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73631,Rachel Frenette,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175609,Jennifer Heeter,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210575,nicole wilson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188992,Elizabeth Taylor,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67348,Meredith Doty,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42500,Jeska Crenek,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18701,Carina Nisters,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189800,Erika Hernandez,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169520,Irina Kolb,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136025,Chelsea Haner,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192196,Cortnie Gould,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144253,Andrea Pino Antl,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121257,Tonya Marshall,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60217,Michelle Lu,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145692,Sara Boice,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162991,Amanda Walker,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9044,Laura Garrison,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38899,lani peterson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111337,Bridget O'Rourke,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182688,Mattie Bradley,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178702,Danielle Colan,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106121,Kelli Harr,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
139797,Rachel Clarke,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18399,Anna Llewellyn,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132941,Tarn Reynolds,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199257,Ingrid Gillingham,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199056,Cecilia Shepherd,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159628,Shelby DeNeice,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159243,Nadia Aspmo,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11313,Patty Driesch,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43750,Claude-Anne Godbout-Gauthier,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71343,Crystal Giesbrecht,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62447,Mollie Nieswand,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184160,Jennifer Garcia,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172770,Heather Desmarais,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169758,Caryn Deitch,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32317,Tara Lake,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76663,Claire Geddes,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130657,Marisa Aoki,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200483,Gaby Mazzola,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136605,Sonya Howard,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210145,Sydney Baker,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172942,Carolann Budge,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132354,teresa judd,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142609,Melanie Farrell,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124663,Lilly Dickson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35133,michelle lawless,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114294,Polly Ryncarz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172248,Sarah Erthal,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122784,Rosa Helin,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
75817,Aimee Lebs,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89171,Beth Kovalenko,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187636,Stephanie Eusebi,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107726,Jesslyn Brake,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121381,Leah Topek-Walker,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177592,Mariana Bekker,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164887,Tobi Henney,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104551,Jeannie Green,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182568,Lucianne Ortiz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204279,Olivia Maggitti,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43002,Ariane Clairoux,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
124115,Dani O'Brien,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167461,Kristine Wolcott,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149762,Caitlyn Hecox,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166244,Ellen Green,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199027,Brooke Rogers,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50932,Christina Turk,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121862,Lauren Battishall,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151630,Christine Loeffler,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135509,Danielle Boyd,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116083,Sandra Correa,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159789,Lyndsey Condon,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166617,Treanna Santillo,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162908,Linda Caminiti,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3536,Krys O'Rourke,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43404,Renee Subacius,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117990,Sheridan Bell,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167829,Amy Underwood,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171659,Holly Gittany,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187880,Amanda Martinez,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170772,Angela Ventrella,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164385,Monica Gil,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79373,MIchelle Koontz,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74884,Kadie Hall,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144807,Priscilla O'Sullivan,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164017,Liza Argudo,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9857,Caitlin Day,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195697,Gemma Butler,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160573,Emma Hinchliffe,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35282,Vanessa Hendrichs,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188478,Georgia Stiponias,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175664,Nikola Girke,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203017,Aimee Adams,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195485,Julie Honeycutt,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212153,Julia Kabatina,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120935,Angela Ventrilla,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209021,Viviana Woodward,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113186,Julie Richardson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177529,Michelle Lowery,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178109,Line Tanguay,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130683,Laura Marotta,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154229,Carrie Dolan,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184595,Veronika Zischka,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144913,Loren Rich,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132411,Laura Rusnak,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138166,Samantha Donahue,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206193,Kara Ghedina,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36723,Amy Breaux,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121826,Diana Pritchard,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102081,Samantha Stone,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195728,Kim Ratcliff,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190268,Mylee Schneider,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133892,Lynne Hayes,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141438,Cassy Wilson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69645,Iraida Yulfo,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121606,Michelle Johnson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176105,Laura Brooks,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161197,nancy conway,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181964,Candice Schmutzler,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150884,Jade McCracken,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210951,Maddie Waring,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170822,Jena Thomas,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160378,Lindsey Simpson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213051,Lois Simpson,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153132,Amy Gartenberg,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119507,Rebecca Carvalho,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148558,Dora Zissis,I-Women,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
